StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,1.,2.,3.,3b,4._1,4._2,4._3,4._4,4._5,4._6,4b,5._1,5._2,5._3,5._4,5._5,5._6,5b,6.,7.,8.,9.,10.,11.,12.,13.
2022-02-23 22:14:27,2022-02-23 22:21:00,IP Address,100,392,True,2022-02-23 22:21:00,R_3hEgG46dncYEfFw,anonymous,EN,Salisbury,Md,Car (own),,No difficulty,Some difficulty,Great difficulty,Some difficulty,Great difficulty,,,,Occasionally,Occasionally,Occasionally,Weekly,,,Occasionally,Favorable,Favorable,Favorable,"I would ride trains from salisbury to baltimore and dc and virginia and further for vacations, conferences, and visiting relatives instead of driving, i would take a bus from the schools near me to other parts of the city, malls, other places more frequently if they wrte accessible near salisbury university. Not just to princess anne or univ of md.",,Yes,I feel too many drivers cause bike accidents for bikers because they do not consider bikers ride in traffic also
2022-02-24 00:41:18,2022-02-24 00:44:02,IP Address,100,163,True,2022-02-24 00:44:02,R_1nQ5oDgniB0kkTn,anonymous,EN,"Salisbury ",Maryland,Bus,,Great difficulty,Great difficulty,I do not care to use,No difficulty,No difficulty,I do not care to use,,Weekly,Daily,Daily,Occasionally,Occasionally,Never,,Daily,Favorable,Favorable,Neutral,"Public transport makes everyone’s lives easier ",,No,
2022-02-24 01:39:00,2022-02-24 01:40:42,IP Address,100,102,True,2022-02-24 01:40:43,R_1j9Z6idJYPBkIxc,anonymous,EN,"Gathering ",Salisbury MD,Car (own),,,,,,,,,Daily,,,,,,,Daily,Favorable,Favorable,Neutral,,,No,
2022-02-24 02:26:24,2022-02-24 02:41:52,IP Address,100,927,True,2022-02-24 02:41:53,R_2pRbzBwEqvKUjhd,anonymous,EN,Sharptown,Maryland,Car (own),,No difficulty,Great difficulty,Great difficulty,Great difficulty,I do not care to use,No difficulty,,Daily,Weekly,Occasionally,Occasionally,Never,,,Occasionally,Favorable,Somewhat Favorable,Favorable,"Passenger trains would be incredibly convenient, and more taxis would also be incredibly convenient.",,Yes,I think that the lack of public transportation is a dangerous issue that exacerbates poverty. This city is very spread out and it can be incredibly difficult to arrange transportation especially depending on what shift you work. Just getting to work or getting to interviews can be a huge issue for people who lack access to a car and these kinds of things directly prevent people from seeking better opportunities. Public transportation is a big deal and Salisbury should do better.
2022-02-24 02:42:44,2022-02-24 02:52:22,IP Address,100,577,True,2022-02-24 02:52:22,R_PRtl4n1K43kMuQ1,anonymous,EN,Princess Anne,MD,Car (own),,No difficulty,I do not care to use,I do not care to use,Great difficulty,Some difficulty,I do not care to use,,Daily,Occasionally,Occasionally,Occasionally,Occasionally,Never,,Occasionally,Somewhat Favorable,Favorable,Favorable,"Having more transportation options will allow greater flexibility in how my family can get around for work and play. ",,No,
2022-02-24 03:37:11,2022-02-24 03:41:30,IP Address,100,258,True,2022-02-24 03:41:30,R_2aVVgdW9G6xTvSw,anonymous,EN,"Delmar ",MD,Car (own),,No difficulty,I do not care to use,I do not care to use,Some difficulty,I do not care to use,I do not care to use,,Daily,Occasionally,Occasionally,Occasionally,,Never,,Occasionally,Favorable,Somewhat Favorable,Favorable,"I would like to take a train as opposed to driving, especially to assist with getting back and forth across the bridge or outside the Shore",,Yes,"There isnt any. No buses and sketchy cabs. You must have a car to get anywhere. It males accessing services and getting places safely and reliably very difficult "
2022-02-24 03:58:31,2022-02-24 04:01:18,IP Address,100,167,True,2022-02-24 04:01:19,R_2X10JffdVRdLtZh,anonymous,EN,"Salisbury ","Maryland ",Car (own),,No difficulty,I do not care to use,I do not care to use,Some difficulty,Some difficulty,I do not care to use,,Daily,Never,Never,Occasionally,Occasionally,Never,,Never,Neutral,Neutral,Neutral,,,No,
2022-02-24 04:39:39,2022-02-24 04:42:36,IP Address,100,176,True,2022-02-24 04:42:36,R_z5U46uKCdcICTCh,anonymous,EN,Berlin,"Maryland ",Car (own),,No difficulty,I do not care to use,I do not care to use,I do not care to use,I do not care to use,I do not care to use,,Never,Never,Never,Never,Daily,Never,,Never,Neutral,Favorable,Neutral,"I encourage all forms of exercise.  ",,No,
2022-02-24 04:49:35,2022-02-24 04:52:24,IP Address,100,168,True,2022-02-24 04:52:24,R_3PAeZ83DQfiEZrE,anonymous,EN,Salisbury,MD,Car (own),,,Great difficulty,Great difficulty,,,,,,Occasionally,Occasionally,,,,,Occasionally,Neutral,Somewhat Favorable,Neutral,"More ad safer Bike Lanes have been added in recent years, this trend should continue",,No,
2022-02-24 04:47:05,2022-02-24 04:55:01,IP Address,100,475,True,2022-02-24 04:55:01,R_2uBrawSSgJSAcvD,anonymous,EN,Salisbury,Maryland,Car (own),,No difficulty,Great difficulty,Great difficulty,No difficulty,No difficulty,,,Daily,Occasionally,Occasionally,Occasionally,Weekly,,,Weekly,Favorable,Favorable,Somewhat Favorable,,,No,
2022-02-24 04:55:16,2022-02-24 05:00:01,IP Address,100,285,True,2022-02-24 05:00:01,R_1mF2Fl580VNIyWI,anonymous,EN,Westover,Maryland,Car (own),,,Great difficulty,Great difficulty,I do not care to use,Great difficulty,Some difficulty,"I can bike easily for recreation on the rural roads, but there is no safe way to bike North/South adjacent to US 13",Weekly,Occasionally,Daily,Never,Weekly,,,Daily,Favorable,Favorable,Neutral,I have lived in cities that have easy and affordable train service; i have lived in cities with excellent bike lanes/bike routes/bicycle infrastructure (Portland Oregon),,No,
2022-02-24 04:59:24,2022-02-24 05:02:29,IP Address,100,184,True,2022-02-24 05:02:29,R_22VKhfiQn55FO2l,anonymous,EN,Salisbury,Maryland,Car (own),,Some difficulty,Great difficulty,Great difficulty,Some difficulty,Some difficulty,I do not care to use,,Daily,Weekly,Occasionally,Occasionally,Weekly,Never,,Occasionally,Favorable,Favorable,Somewhat Favorable,"Public/mass transit is great for the community and better for the environment so I'm all for them, and wish they were more accessible around here. ",,No,
2022-02-24 05:00:59,2022-02-24 05:03:01,IP Address,100,122,True,2022-02-24 05:03:02,R_2VwDfHHgkvpmaTE,anonymous,EN,East New Market,Maryland,Car (own),,Great difficulty,Great difficulty,Great difficulty,Great difficulty,Great difficulty,,,Weekly,Weekly,Weekly,Weekly,Weekly,,,Weekly,Somewhat Favorable,Neutral,Favorable,,,No,
2022-02-24 05:10:48,2022-02-24 05:14:03,IP Address,100,195,True,2022-02-24 05:14:04,R_DtQuPpz2P0E57Ox,anonymous,EN,Millsboro,"Delaware ",Car (own),,No difficulty,I do not care to use,I do not care to use,I do not care to use,I do not care to use,I do not care to use,,Daily,Never,Never,Never,Never,Never,,Occasionally,Somewhat Opposed,Somewhat Favorable,Neutral,,No need for a train in Sussex county for passengers,No,
2022-02-24 05:13:54,2022-02-24 05:17:19,IP Address,100,205,True,2022-02-24 05:17:19,R_26lQ9VeG6n5tUfV,anonymous,EN,Salisbury,Maryland,Car (own),,No difficulty,I do not care to use,Great difficulty,I do not care to use,No difficulty,,,Daily,Never,Occasionally,Never,Occasionally,,,Occasionally,Favorable,Favorable,Favorable,I think any additional options for transportation are great,,No,
2022-02-24 05:15:19,2022-02-24 05:19:25,IP Address,100,246,True,2022-02-24 05:19:25,R_1QGhv47OK82jnaR,anonymous,EN,Fruitland,Maryland,Car (own),,No difficulty,I do not care to use,I do not care to use,I do not care to use,I do not care to use,I do not care to use,,Daily,Occasionally,Occasionally,Occasionally,Never,Never,,Occasionally,Favorable,Favorable,Favorable,"Having transportation options is always a plus, especially if you attend functions that serve alcohol.",,No,
2022-02-24 05:23:52,2022-02-24 05:26:42,IP Address,100,169,True,2022-02-24 05:26:42,R_3nUdk3zLouKpDz7,anonymous,EN,Hebron,MD,Car (own),,,I do not care to use,I do not care to use,I do not care to use,I do not care to use,,,,Weekly,,Weekly,,,,Occasionally,Favorable,Opposed,Somewhat Favorable,mode of transportation,have made driving conditions a bit more dangerous,No,
2022-02-24 05:25:05,2022-02-24 05:27:51,IP Address,100,166,True,2022-02-24 05:27:52,R_5ckkFrNpTu3cWxX,anonymous,EN,Salisbury,MD,Car (own),,No difficulty,I do not care to use,I do not care to use,I do not care to use,Great difficulty,,,Daily,Never,Occasionally,Never,Weekly,,,Occasionally,Somewhat Favorable,Favorable,Neutral,Salisbury needs to make the town more bike friendly. There are new bike lanes nearer to downtown but not on roads like Camden Ave.,,No,
2022-02-24 05:47:54,2022-02-24 05:50:53,IP Address,100,178,True,2022-02-24 05:50:53,R_9M6Qu2Ct3RjgLL3,anonymous,EN,"Just outside the city limits of Salisbury in Wicomico County ",Maryland,Car (own),,No difficulty,I do not care to use,Great difficulty,I do not care to use,No difficulty,,,,Daily,Never,Never,Daily,,,Occasionally,Favorable,Favorable,Favorable,,,No,
2022-02-24 05:53:40,2022-02-24 05:55:59,IP Address,100,139,True,2022-02-24 05:56:00,R_3qpw5aAVX8c9Iy7,anonymous,EN,Salisbury,Maryland,Car (own),,No difficulty,Some difficulty,Great difficulty,I do not care to use,Some difficulty,,,Daily,Occasionally,Occasionally,Never,Weekly,,,Weekly,Favorable,Favorable,Neutral,I would utilize bike lanes if they connected my residence to my destination,,No,
2022-02-24 05:56:46,2022-02-24 06:02:21,IP Address,100,335,True,2022-02-24 06:02:21,R_3fjwsCyfZxk5Aif,anonymous,EN,Dagaboro,Delaware,Car (own),,No difficulty,Great difficulty,Great difficulty,Some difficulty,Some difficulty,,,,Weekly,Occasionally,,Weekly,,,Weekly,Favorable,Favorable,Somewhat Favorable,"More efficient, ecologically friendly and economical than using motor vehicle",,Yes,Lack of easy to reach public transportation with associated parking in area to access other areas in and out of state.
2022-02-24 06:04:47,2022-02-24 06:08:51,IP Address,100,243,True,2022-02-24 06:08:52,R_2ylxdXtM9u78uuK,anonymous,EN,Salisbury,"Maryland ",Car (own),,No difficulty,Some difficulty,Great difficulty,No difficulty,Some difficulty,,,,Occasionally,Occasionally,Occasionally,Weekly,,,Occasionally,Somewhat Favorable,Favorable,Favorable,,,Yes,"I would love to see an increase in safe bike/pedestrian lanes in Salisbury. I live on the north end of town but commute daily to the campus via car. If there was a safe bike route to campus, I would happily take it to reduce my carbon footprint. I would not consider it now due to Route 13 being a dangerous road for bikes. "
2022-02-24 06:06:55,2022-02-24 06:10:31,IP Address,100,216,True,2022-02-24 06:10:31,R_Og6Ov51byX5G13j,anonymous,EN,Salisbury,Maryland,Other,"I generally walk to work, but I use my car to travel farther distances.",No difficulty,Some difficulty,Great difficulty,No difficulty,No difficulty,,,Occasionally,Weekly,Daily,Occasionally,Occasionally,,,Daily,Favorable,Favorable,Favorable,I would love to have access to passenger train service and more extensive bus service.  I am a huge supporter of public transportation.  I would be willing to pay for it and subsidize its use by all residents who want to use it but can't afford it.,,No,
2022-02-24 06:08:16,2022-02-24 06:10:53,IP Address,100,156,True,2022-02-24 06:10:53,R_3hF2tjRSMUn8PHb,anonymous,EN,Lewes,Delaware,Car (own),,No difficulty,Some difficulty,Great difficulty,Great difficulty,I do not care to use,,,Daily,Daily,Daily,Occasionally,Never,,,Daily,Favorable,Favorable,Favorable,More options are always better. I don't see the downside.,,No,
2022-02-24 06:04:48,2022-02-24 06:12:04,IP Address,100,436,True,2022-02-24 06:12:05,R_12yXAnp9UTD7ipX,anonymous,EN,Millsboro,DE,Car (own),,No difficulty,Some difficulty,Great difficulty,Some difficulty,Some difficulty,,,,Occasionally,Occasionally,Occasionally,Weekly,,,Daily,Favorable,Favorable,Neutral,"I am not sure of the option for a commute passenger train between my home and work, but if it was available and the schedule worked, then I would probably use it ever time to go to campus to avoid driving my car. Otherwise, in terms of bike lanes, I have wanted to bike a lot more (recreationally), but traffic on busy/high speed roads with no bike lane near me make it very difficult and unsafe/risky.",,Yes,"Traffic at certain areas is terrible and lights are not synched; People don't follow rules to keep pedestrians/bikers safe (e.g., drivers not stopping at crosswalks; bikers not walking bikes at crosswalks; drivers crossing over bike lanes without looking for cyclists; etc.); needs to be some awareness/safety PR campaigns"
2022-02-24 06:12:23,2022-02-24 06:14:37,IP Address,100,134,True,2022-02-24 06:14:37,R_dhUJGgOecak3mpz,anonymous,EN,Salisbury,MD,Car (own),,No difficulty,,Great difficulty,Some difficulty,Great difficulty,,,Daily,Never,Occasionally,Occasionally,Weekly,,,Occasionally,Favorable,Favorable,Neutral,,,No,
2022-02-24 06:13:12,2022-02-24 06:18:31,IP Address,100,319,True,2022-02-24 06:18:32,R_BQESyti7gq6LBbb,anonymous,EN,Fruitland,MD,Car (own),,No difficulty,Great difficulty,I do not care to use,No difficulty,Great difficulty,,,,Daily,Never,Occasionally,Daily,Daily,I would walk to work if there were sidewalks on Camden Ave.,Never,Neutral,Favorable,Neutral,I would feel safer if bike lanes were available.,,No,
2022-02-24 06:15:45,2022-02-24 06:18:38,IP Address,100,173,True,2022-02-24 06:18:39,R_wZERgscVLqTRTQR,anonymous,EN,Laurel,Delaware,Car (own),,No difficulty,Some difficulty,Great difficulty,Some difficulty,I do not care to use,I do not care to use,,Daily,Occasionally,Occasionally,Occasionally,Occasionally,Never,,Weekly,Favorable,Favorable,Favorable,More accessibility to others that don't have the means to own a vehicle.,,No,
2022-02-24 06:23:46,2022-02-24 06:25:41,IP Address,100,114,True,2022-02-24 06:25:42,R_2y77w7bpODHaan5,anonymous,EN,Salisbury,Maryland,Car (own),,No difficulty,I do not care to use,I do not care to use,I do not care to use,Some difficulty,,,Daily,Never,Never,Never,Weekly,,,Never,Opposed,Somewhat Favorable,Opposed,,,No,
2022-02-24 06:26:31,2022-02-24 06:28:45,IP Address,100,134,True,2022-02-24 06:28:46,R_6XVlgAcRvMUo9Gx,anonymous,EN,Salisbury,MD,Car (own),,No difficulty,I do not care to use,Great difficulty,No difficulty,Some difficulty,,,Daily,Never,Never,Occasionally,Occasionally,,,Occasionally,Favorable,Favorable,Neutral,Bikes=Green; Quick and easy train access to Baltimore/DC/Philadelphia would be great,,No,
2022-02-24 06:26:43,2022-02-24 06:30:00,IP Address,100,197,True,2022-02-24 06:30:01,R_128VHwEdvkk3oKl,anonymous,EN,Westover,Maryland,Car (own),,No difficulty,Some difficulty,Great difficulty,Great difficulty,Great difficulty,,,Daily,Occasionally,Occasionally,Occasionally,Occasionally,,,Occasionally,Favorable,Favorable,Favorable,"I think it is a good idea to provide some better transportation options. Passenger trains would be great, especially if they could connect to the routes across the bridge in Baltimore/D.C. ",n/a,No,
2022-02-24 06:31:26,2022-02-24 06:33:13,IP Address,100,106,True,2022-02-24 06:33:13,R_vqLQPF93DR6YoNj,anonymous,EN,Salisbury,MD,Car (own),,No difficulty,I do not care to use,I do not care to use,I do not care to use,Some difficulty,,,Daily,Never,Never,Never,Daily,,,Never,Neutral,Favorable,Neutral,,,Yes,Senior citizens transportation needs
2022-02-24 06:24:47,2022-02-24 06:33:18,IP Address,100,510,True,2022-02-24 06:33:18,R_aXf2JqiM0GnACfD,anonymous,EN,Salisbury,MD,Car (own),,No difficulty,Some difficulty,Great difficulty,No difficulty,Some difficulty,,,Weekly,Occasionally,Occasionally,Never,Weekly,,,Occasionally,Favorable,Favorable,Favorable,"It would be great to be able to take a train to Philadelphia, New York, or Norfolk (even better to D.C. and Baltimore, but that seems less feasible, physically and fiscally). I don’t perceive taxis as a serious option in Salisbury right now, and buses are too infrequent and take too long due to circuitous routes. I would love to ride a bike to work at SU, but right now that would require riding on Beaglin Park Drive/College Avenue and I am not prepared to do that.  ",,No,
2022-02-24 06:32:15,2022-02-24 06:36:05,IP Address,100,230,True,2022-02-24 06:36:05,R_3FJcXPvKq7sZvRq,anonymous,EN,Berlin,Maryland,Car (own),,,I do not care to use,Great difficulty,No difficulty,Some difficulty,,,Daily,Never,Never,,Occasionally,,,Daily,Favorable,Favorable,Neutral,,,No,
2022-02-24 06:36:09,2022-02-24 06:38:58,IP Address,100,169,True,2022-02-24 06:38:58,R_1LkBMYSDGlVSDLP,anonymous,EN,"Ocean View, ",Delaware,Car (own),,No difficulty,Some difficulty,Great difficulty,Some difficulty,Some difficulty,,,Weekly,Weekly,Occasionally,Occasionally,Weekly,,,Weekly,Favorable,Favorable,Somewhat Favorable,I think we have enough taxi service available,,Yes,transportation to serve older people living on their own.
2022-02-24 06:34:14,2022-02-24 06:39:10,IP Address,100,296,True,2022-02-24 06:39:10,R_3Mloaphp2pxuf2b,anonymous,EN,Salisbury,Maryland,Car (own),,No difficulty,Some difficulty,I do not care to use,I do not care to use,Some difficulty,,,Daily,Weekly,Occasionally,Never,Occasionally,,,Occasionally,Somewhat Favorable,Somewhat Favorable,Neutral,"A train option Between Salisbury, Cambridge and Easton could be nice. ",,Yes,"For people of lower socioeconomic status, the low amount of public transportation options in the city may restrict their opportunities and I do not like this."
2022-02-24 06:32:52,2022-02-24 06:41:09,IP Address,100,496,True,2022-02-24 06:41:09,R_3KWb078lKZG4f4H,anonymous,EN,Salisbury,Maryland,Car (own),,No difficulty,No difficulty,I do not care to use,Some difficulty,No difficulty,,,Daily,,,,,,,Occasionally,Somewhat Favorable,Favorable,Favorable,More routes means greater transportation options serving a broader population,,No,
2022-02-24 06:47:15,2022-02-24 06:49:09,IP Address,100,114,True,2022-02-24 06:49:09,R_2AQASr7wZcNpZBj,anonymous,EN,sailsbury,"maryland ",Car (carpool),,Some difficulty,Some difficulty,Great difficulty,Some difficulty,Great difficulty,I do not care to use,,Daily,Occasionally,Never,Weekly,Never,Never,,Never,Somewhat Favorable,Somewhat Favorable,Somewhat Favorable,,,No,
2022-02-24 06:52:33,2022-02-24 06:54:48,IP Address,100,135,True,2022-02-24 06:54:49,R_2TGJTYK25NsA7xj,anonymous,EN,Salisbury,Maryland,Car (own),,No difficulty,I do not care to use,,No difficulty,,,,Daily,Occasionally,Occasionally,Occasionally,,,,Occasionally,Favorable,Neutral,Favorable,,,No,
2022-02-24 06:56:03,2022-02-24 06:57:30,IP Address,100,86,True,2022-02-24 06:57:31,R_yx6xGYOITSvKjQd,anonymous,EN,Salisbury,MD,Car (own),,No difficulty,Some difficulty,Great difficulty,No difficulty,I do not care to use,I do not care to use,,Daily,Occasionally,Occasionally,Occasionally,Never,Never,,Occasionally,Favorable,Neutral,Neutral,,,Yes,Safety
2022-02-24 06:50:53,2022-02-24 06:57:33,IP Address,100,399,True,2022-02-24 06:57:33,R_25BpoXu1rRaHzFU,anonymous,EN,salisbury,maryland,Car (own),,No difficulty,I do not care to use,I do not care to use,No difficulty,I do not care to use,,,Daily,Never,Never,Never,Never,,,Never,Neutral,Somewhat Opposed,Neutral,,Bike routes are rarely used and are nuisances to car mode of transportation.,No,
2022-02-24 06:54:15,2022-02-24 06:58:26,IP Address,100,251,True,2022-02-24 06:58:27,R_2tyaf9OGA9kOz5D,anonymous,EN,Salisbury,maryland,Other,walk,No difficulty,I do not care to use,Great difficulty,No difficulty,I do not care to use,No difficulty,,Occasionally,Never,Occasionally,Occasionally,Never,Daily,walk,Occasionally,Favorable,Neutral,Somewhat Favorable,"This question makes not sense, as there were multiple options in the previous question therefore the data collected here would be inconclusive and not projectable.",,No,
2022-02-24 06:48:22,2022-02-24 07:00:13,IP Address,100,710,True,2022-02-24 07:00:13,R_2a8eouRjh9NZXGl,anonymous,EN,Salisbury,Maryland,Car (own),,No difficulty,,,,,,,Daily,Occasionally,Never,Occasionally,Never,,,Never,Somewhat Favorable,Favorable,Neutral,"I think having passenger trains and bike lanes are good options for people. I don't know that I'd use passenger trains, and I dislike biking next to traffic (feels too unsafe) so I cannot see myself using them personally, but I support their presence in the community.",,Yes,"more local bus routes would probably be good; for instance, I could see myself using them to go to downtown Salisbury on a weekend evening, but currently I don't have any local bus access. Such bus routes would probably be good for people who don't have access to a car, too."
2022-02-24 06:57:41,2022-02-24 07:02:36,IP Address,100,295,True,2022-02-24 07:02:36,R_2owuA0TdgZzjfIl,anonymous,EN,Quantico,MD,Car (own),,No difficulty,Great difficulty,Great difficulty,No difficulty,Some difficulty,,,Daily,Occasionally,Occasionally,Occasionally,Weekly,,,Occasionally,Somewhat Favorable,Favorable,Somewhat Favorable,"I feel the expansion of bike lanes throughout the area would help inspire people to bike to work rather than drive. Also, by increasing modes of public transportation, we can begin to feel more connected to the rest of the state. I feel somewhat isolated here on the eastern shore and by increasing means of transportation we can connect to more areas more easily.",,Yes,"There aren't many options for people to get place to place and to do so at a reasonable cost. "
2022-02-24 07:01:09,2022-02-24 07:03:36,IP Address,100,146,True,2022-02-24 07:03:37,R_10N7aRYlMWk8Sp9,anonymous,EN,"Salisbury ","Maryland ",Car (own),,Some difficulty,Some difficulty,Great difficulty,Some difficulty,Great difficulty,No difficulty,,Occasionally,Weekly,Weekly,Weekly,Daily,Never,,Weekly,Favorable,Favorable,Somewhat Favorable,"It would be a lot more convenient to get around in a cheaper more environmentally friendly way ",,No,
2022-02-24 07:01:34,2022-02-24 07:05:55,IP Address,100,260,True,2022-02-24 07:05:55,R_2QX7E9WBPmBdVsz,anonymous,EN,Mardela Springs,Maryland,Car (own),,No difficulty,Great difficulty,Great difficulty,I do not care to use,I do not care to use,,,Daily,Weekly,Occasionally,Never,Never,,,Occasionally,Favorable,Neutral,Neutral,"I would love to see passenger trains available closer to Salisbury. I would use them to go to Baltimore, DC, NY, etc. much more often.",,Yes,"I would really like to see better public bus service in our area. I would use the bus service on a fairly regular basis if it was available, affordable, and reliable."
2022-02-24 07:07:08,2022-02-24 07:09:03,IP Address,100,115,True,2022-02-24 07:09:04,R_YYTOiiXXiQ1xivv,anonymous,EN,Salisbury,Maryland,Car (own),,No difficulty,I do not care to use,I do not care to use,I do not care to use,I do not care to use,,,Daily,Never,Occasionally,Never,Never,,,Occasionally,Somewhat Favorable,Neutral,Neutral,"it would be nice to easier access out of the area via train ",,No,
2022-02-24 07:11:28,2022-02-24 07:13:47,IP Address,100,139,True,2022-02-24 07:13:47,R_tEPc5xjZMzoFlYZ,anonymous,EN,"Salisbury ","Maryland ",Car (own),,No difficulty,Great difficulty,Great difficulty,Great difficulty,Great difficulty,,,Daily,Daily,Daily,Daily,Weekly,,,Daily,Favorable,Favorable,Favorable,"It would be great to have better connectivity within the Delmarva region ",,No,
2022-02-24 07:17:49,2022-02-24 07:19:32,IP Address,100,102,True,2022-02-24 07:19:33,R_3e4gHzbl2bvip2B,anonymous,EN,Delmar,Delaware,Car (own),,No difficulty,Great difficulty,I do not care to use,Great difficulty,I do not care to use,,,Daily,Never,Occasionally,Occasionally,Never,,,Occasionally,Favorable,Favorable,Favorable,"For people who do not have access, it would be nice to have. In addition, if you need a lift home from a bar or restaurant it is available. ",,No,
2022-02-24 07:16:29,2022-02-24 07:20:00,IP Address,100,210,True,2022-02-24 07:20:00,R_PHituhn3HpR7Vyp,anonymous,EN,Salisbury,Maryland,Bike,,Some difficulty,Great difficulty,Great difficulty,Some difficulty,No difficulty,,,Daily,Weekly,Weekly,Occasionally,Daily,,,Occasionally,Favorable,Favorable,Somewhat Favorable,"Passanger train would allow access to family, cultural opportunities, shopping and other much needed services that are well served in the greater region but not in the Salisbury area.",,Yes,"Bike lanes should be expanded, and also businesses should be more proactive about serving bike customers.  That could involve loading and unloading places, bike locks, and more sinage on primary, secondary and tertiary roads giving bikes equal access and use of roadways."
2022-02-24 07:19:27,2022-02-24 07:22:01,IP Address,100,154,True,2022-02-24 07:22:02,R_1JQLA4qawhI9SOc,anonymous,EN,Salisbury,MD,Car (own),,,,Great difficulty,Some difficulty,,,,,,Occasionally,Occasionally,Weekly,,,Occasionally,Favorable,Favorable,Favorable,need an option to travel outside area other then bus car or plane,,No,
2022-02-24 07:20:31,2022-02-24 07:22:45,IP Address,100,134,True,2022-02-24 07:22:45,R_7NWhel8ZS6zhfSV,anonymous,EN,Frankford,Delaware,Car (own),,No difficulty,Great difficulty,Great difficulty,Some difficulty,Great difficulty,,,Daily,Never,Never,Never,Never,,,Never,Somewhat Favorable,Somewhat Favorable,Favorable,I would love the opportunity to call an Uber/Lyft from my home when I would like to go out for the night. Currently to get an Uber it would cost over $100,,No,
2022-02-24 07:20:55,2022-02-24 07:24:13,IP Address,100,197,True,2022-02-24 07:24:14,R_2dtMVpHKGFvNN2e,anonymous,EN,Bowie,MD,Car (own),,No difficulty,Some difficulty,Some difficulty,Some difficulty,Some difficulty,I do not care to use,,Daily,Weekly,Weekly,Occasionally,Occasionally,,,Weekly,Somewhat Favorable,Somewhat Favorable,Somewhat Favorable,"Different modes of traffic are always amazing, especially since it's providing resources to those who need it. I'm always willing to use the bike lane or the train. ",,No,
2022-02-24 07:25:18,2022-02-24 07:27:29,IP Address,100,131,True,2022-02-24 07:27:29,R_2y2ewBhywWDySu3,anonymous,EN,"Ocean City ","Maryland ",Car (own),,No difficulty,Some difficulty,I do not care to use,No difficulty,No difficulty,,,Daily,Never,Never,Occasionally,Occasionally,,,Never,Neutral,Favorable,Somewhat Favorable,"Favorable to expanding designated bike lanes for bikers for safety & ease of access ",,No,
2022-02-24 06:05:54,2022-02-24 07:27:35,IP Address,100,4901,True,2022-02-24 07:27:36,R_2WUd4DP7vLApNqC,anonymous,EN,Salisbury,Maryland,Car (own),,No difficulty,Great difficulty,Great difficulty,No difficulty,Some difficulty,Great difficulty,"Sidewalks are not widespread throughout the city, which makes it rought to walk around",,Weekly,Occasionally,Never,Daily,Daily,More sidewalks please,Occasionally,Favorable,Favorable,Neutral,I would like not to need a car to move throughout the Delmarva Peninsula,,Yes,I grew up in a place where buses for the same route weren't more than 15 minutes apart. I don't think we have that here.
2022-02-24 07:25:25,2022-02-24 07:29:13,IP Address,100,228,True,2022-02-24 07:29:14,R_qOAie0YzMuy6o1z,anonymous,EN,Derwood,Maryland,Car (own),,No difficulty,Some difficulty,I do not care to use,I do not care to use,I do not care to use,I do not care to use,,Daily,Occasionally,Weekly,Never,Never,Never,,Weekly,Favorable,Favorable,Neutral,"I answered favorable for the expansion of transportation (i.e. train usage, more bike lanes, etc.) because diversity of these things will give people more options to choose from and prevent crowding of public transportation.",,No,
2022-02-24 07:34:16,2022-02-24 07:36:53,IP Address,100,156,True,2022-02-24 07:36:54,R_2UaubX4tHaQRR6S,anonymous,EN,"Salisbury ",Maryland,Car (own),,No difficulty,I do not care to use,I do not care to use,I do not care to use,No difficulty,,,Daily,Never,Occasionally,Occasionally,Occasionally,,,Occasionally,Neutral,Favorable,Neutral,"I'd like to ride my bike more, but don't feel safe to ride in a bike lane so only stick to side roads or sidewalk areas",,No,
2022-02-24 07:36:12,2022-02-24 07:40:14,IP Address,100,242,True,2022-02-24 07:40:15,R_12uqF2YRtZlLUlf,anonymous,EN,Salisbury,Maryland,Car (own),,No difficulty,I do not care to use,I do not care to use,I do not care to use,Great difficulty,,,Daily,Never,Never,Occasionally,Weekly,,,Never,Somewhat Opposed,Favorable,Somewhat Opposed,Bike lanes will promote an active lifestyle.,Trains would change the scenery on the eastern shore.,No,
2022-02-24 07:36:45,2022-02-24 07:41:01,IP Address,100,255,True,2022-02-24 07:41:01,R_cMa84CYbZ5UKxrP,anonymous,EN,Salisbury,MD,,,Great difficulty,Some difficulty,Great difficulty,Some difficulty,I do not care to use,I do not care to use,,Never,Daily,Never,Daily,Never,Never,,Never,Neutral,Neutral,Somewhat Favorable,More accesibility to those without transportation access,N/a,Yes,"Not as accesible, like across the bridge. Public transporation is very limited"
2022-02-24 07:39:27,2022-02-24 07:44:03,IP Address,100,276,True,2022-02-24 07:44:04,R_2RVbhzSHfXN1ag5,anonymous,EN,Salisbury,MD,Car (own),,No difficulty,I do not care to use,I do not care to use,I do not care to use,Some difficulty,I do not care to use,,Daily,Occasionally,Occasionally,Occasionally,Weekly,,,Occasionally,Favorable,Favorable,Favorable,"I support any effort to increase the access to transportation for those who don't have a car.  Biking is great for one's health and it's a lovely way to see one's community.  Taxis allow faster transportation to those who don't own a car.  Train service would allow those who would like to travel farther (D.C., N.Y. etc) a way to do it comfortably. ",,No,
